假名	词性	汉字	含义
なります	代词	なります	成为
ねむい	代词	眠い	想睡，困
つよい	代词	強い	强
よわい	代词	弱い	弱
ちょうしがいい	代词	調子がいい	情況好
ちょうしがわるい	代词	調子が悪い	情況差
ちょうし	代词	調子	情况，状态
ゴルフ	代词	ゴルフ	高尔夫球（～をします：打高尔夫球）
すもう	代词	相撲	相扑
パチンコ	代词	パチンコ	小钢珠（～をします：打小钢珠）
おちゃ	代词	お茶	茶道
ひ	代词	日	日，日子
いちど	名词	一度	一次，一遍，一度
いちども	代词	一度も	连一次也（表否定）
だんだん	代词	だんだん	逐渐
もうすぐ	代词	もうすぐ	马上
おかげさまで	代词	おかげさまで	托您的福（略带感谢意思的客气说法）
いります	代词	要ります	要，需要〔签证〕［ビザが～］
でんわします	代词	電話します	打电话
ぼく	代词	僕	我（男性用语，不如"わたし"礼貌）
きみ	代词	君	你
～くん	代词	～君	～君（男性称呼晚辈或同辈用，不如"さん"礼貌）
うん	代词	うん	对（不如"はい"礼貌）
ううん	代词	ううん	不对（不如"いいえ"礼貌）
サラリーマン	代词	サラリーマン	薪水阶级，上班族
ことば	代词	ことば	单字，语言
ぶっか	代词	物価	物价
しらべます	代词	調べます	调查
なおします	代词	直します	修理，改正
しゅうりします	代词	修理します	修理
きもの	代词	着物	和服（传统的日本服装）
はじめ	代词	初め	开始
おわり	代词	終わり	结束
こっち	名词	こっち	这边，这里
そっち	代词	そっち	那边，那里
このあいだ	代词	この間	日前，前些天
みんなで	代词	みんなで	大家一起
～けど	代词	～けど	但是（不如"が"正式）
おもいます	代词	思います	想，认为，觉得
いいます	代词	言います	说
たります	代词	足ります	足够
かちます	代词	勝ちます	赢，得胜
まけます	代词	負けます	输，落败
あります	代词	あります	【自动词・五段/一类】 偶遇，碰见；遭遇，碰上不愉快的事情
やくにたちます	代词	役に立ちます	有用，起作用
むだ［な］	代词	むだ［な］	沒用〔的〕
ふべん［な］	代词	不便［な］	不便〔的〕
おなじ	代词	同じ	相同，一样
すごい	代词	すごい	厉害（的）（有褒或贬的意思）
しゅしょう	代词	首相	总理，首相
だいとうりょう	代词	大統領	总统
せいじ	名词	政治	政治
ニュース	代词	ニュース	新闻
スピーチ	代词	スピーチ	演讲（～をします：进行演讲）
しあい	代词	試合	比赛
アルバイト	代词	アルバイト	打工（～をします：打工）
いけん	代词	意見	意见
［お］はなし	代词	［お］話	讲话，演讲，故事
ユーモア	代词	ユーモア	幽默
むだ	代词	むだ	浪费
デザイン	代词	デザイン	设计
こうつう	代词	交通	交通
ラッシュ	代词	ラッシュ	交通巅峰时间
さいきん	代词	最近	最近
たぶん	代词	たぶん	大概，可能
きっと	代词	きっと	一定
ほんとうに	代词	ほんとうに	真的，的确
そんなに	代词	そんなに	并不（用于否定）
～について	代词	～について	关于～
しかたがありません。	代词	しかたがありません。	没办法
きます	代词	着ます	穿（衬衫等）［シャツを～］
はきます	代词	はきます	穿〔鞋，裤子〕［くつを～］［靴を～］
かぶります	代词	かぶります	戴〔帽子等〕［ぼうしを～］［帽子を～］
かけます	代词	かけます	戴〔眼镜〕［めがねを～］［眼鏡を～］
うまれます	代词	生まれます	出生
コート	代词	コート	大衣，外套
スーツ	代词	スーツ	西裝
セーター	代词	セーター	毛衣
ぼうし	代词	帽子	帽子
めがね	代词	眼鏡	眼镜
よく	代词	よく	经常
おめでとうございます。	代词	おめでとうございます。	恭喜。（用于生日，婚礼，新年等时）
ききます	代词	聞きます	问〔老师〕［せんせいに～］［先生に～］
まわします	代词	回します	转动
ひきます	代词	引きます	拉
かえます	代词	変えます	改变，换
さわります	代词	触ります	摸，碰触〔门〕［ドアに～］
でます	代词	出ます	〔零钱〕出来［おつりが～］［お釣りが～］
うごきます	代词	動きます	（钟表）转动［とけいが～］［時計が～］
あるきます	代词	歩きます	走〔路〕［みちを～］［道を～］
わたります	代词	渡ります	过（桥）［はしを～］［橋を～］
きをつけます	代词	気をつけます	小心〔车辆〕，注意〔车辆〕［くるまに～］［車に～］
ひっこしします	代词	引っ越しします	搬家
でんきや	代词	電気屋	电器行
ケーキや	名词	～屋	蛋糕店
サイズ	代词	サイズ	尺寸
おん	名词	音	发音，读音，字音
きかい	代词	機械	机械，机器
つまみ	名词	つまみ	提纽，抓手
こしょう	名词	故障	故障
みち	代词	道	道路
こうさてん	代词	交差点	十字路口
しんごう	代词	信号	红绿灯
かど	代词	角	转角
はし	代词	橋	桥
ちゅうしゃじょう	代词	駐車場	停车场
…め	代词	…目	第…
［お］しょうがつ	代词	［お］正月	新年
ごちそうさま［でした］。	代词	ごちそうさま［でした］。	谢谢你的款待。（用于饮食后）
くれます	代词	くれます	给（我）
つれていきます	代词	連れて行きます	带（某人）去
つれてきます	代词	連れて来ます	带（某人）来
おくります	代词	送ります	送〔人〕［ひとを～］［人を～］
しょうかいします	代词	紹介します	介绍
あんないします	代词	案内します	带路，引路
せつめいします	代词	説明します	说明
いれます	代词	いれます	冲，泡〔咖啡〕［コーヒーを～］
おじいさん／おじいちゃん	代词	おじいさん／おじいちゃん	祖父，老爷爷
おばあさん／おばあちゃん	代词	おばあさん／おばあちゃん	祖母，老奶奶
じゅんび	代词	準備	准备（～します：做准备）
いみ	代词	意味	意思
［お］かし	代词	［お］菓子	糕点，点心
ぜんぶ	代词	全部	全部
じぶんで	代词	自分で	自己～
かんがえます	代词	考えます	思考，想
つきます	代词	着きます	到达，抵达（车站）［えきに～］［駅に～］
りゅうがくします	代词	留学します	留学
とります	代词	取ります	上（年纪）［としを～］［年を～］
いなか	代词	田舎	乡下，故乡
たいしかん	代词	大使館	大使馆
グループ	名词	グループ	群，组；集团
おく	代词	億	亿
もし［～たら］	代词	もし［～たら］	如果～
いくら（～ても）	代词	いくら（～ても）	无论～也，怎么～也
わたし	代词	わたし	我
かいしゃいん	代词	会社員	公司职员
がくせい	代词	学生	学生
りゅうがくせい	代词	留学生	留学生
はい	代词	はい	是，对
そう	代词	そう	是的
りょこうしゃ	名词	旅行社	旅行社
しゃいん	代词	社員	～公司的职员（和公司名称一起使用）
あなた	代词	あなた	你，妳
いいえ	代词	いいえ	不，不是
かれ	代词	彼	他，男朋友，情人
かのじょ	代词	彼女	她，女朋友，情人
これ	代词	これ	这（事物近己方）
ほん	代词	本	书本，书籍
ざっし	代词	雑誌	杂志
それ	代词	それ	那（事物近对方）
まんねんひつ	名词	万年筆	钢笔
あれ	代词	あれ	那（事物在远方）
じしょ	代词	辞書	词典
しんぶん	代词	新聞	报纸
かがく	名词	科学	科学
れきし	名词	歴史	历史
ひと	代词	人	人
だれ	代词	だれ	谁
ともだち	代词	友達	朋友
なに	代词	何	什么
えいご	代词	英語	英语
どれ	代词	どれ	哪个
カメラ	代词	カメラ	照相机
テレビ	代词	テレビ	电视
ラジオ	代词	ラジオ	收音机
へや	代词	部屋	房间
いす	代词	いす	椅子
つくえ	代词	机	桌子
がっこう	代词	学校	学校
きょうしつ	代词	教室	教室
あそこ	代词	あそこ	那里，那个地方
たいいくかん	名词	体育館	体育馆
としょかん	代词	図書館	图书馆
ゆうびんきょく	代词	郵便局	邮局
えいがかん	名词	映画館	电影院
えき	代词	駅	车站;火车站
デパート	代词	デパート	百货公司
どこ	代词	どこ	哪里，哪个地方
まえ	代词	前	前，前面
てんいん	名词	店員	店员
ワイシャツ	名词	ワイシャツ	衬衫
うりば	代词	売り場	柜台，卖场
いくら	代词	いくら	多少钱
くつ	代词	靴	鞋子
かばん	代词	かばん	书包，手提包，皮包
となり	代词	隣	隔壁，旁边
だいがく	代词	大学	大学
うしろ	代词	うしろ	后，后面
よこ	名词	横	旁边，侧面
みぎ	代词	右	右（边）
ひだり	代词	左	左（边）
ぎんこう	代词	銀行	银行
こうえん	代词	公園	公园
せんせい	代词	先生	医师（对医生的称呼）
さくじつ	名词	昨日	昨天
きょう	名词	今日	今天
あす	名词	明日	明天
もくようび	代词	木曜日	星期四
きんようび	代词	金曜日	星期五
どようび	代词	土曜日	星期六
きゅうじつ	名词	休日	休息日，假日
とけい	代词	時計	钟表
いま	代词	今	现在
ごぜん	名词	午前	上午
かいしゃ	代词	会社	公司
ごご	代词	午後	下午
げつようび	代词	月曜日	星期一
つぎ	名词	次	这回，下面，下回
バス	代词	バス	公车，巴士
やすみ	代词	休み	休息，休假
なつやすみ	名词	夏休み	暑假
いつ	代词	いつ	什么时候
べんきょう	代词	勉強	学习，用功
おととい	代词	おととい	前天
あめ	代词	雨	雨，下雨
せんしゅう	代词	先週	上周，上星期
たんじょうび	代词	誕生日	生日
えいが	代词	映画	电影
でんしゃ	代词	電車	电车
いえ	名词	家	家
きょねん	代词	去年	去年
びじゅつかん	代词	美術館	美术馆
らいしゅう	代词	来週	下周，下星期
あさって	代词	あさって	后天
きゃく	名词	客	客人
まいにち	代词	毎日	每天
こんしゅう	代词	今週	本周，这星期
せんげつ	代词	先月	上个月
こんげつ	代词	今月	这个月
らいげつ	代词	来月	下个月
ことし	名词	今年	今年
らいねん	代词	来年	明年
ひこうき	代词	飛行機	飞机
タクシー	代词	タクシー	计程车
こうば	名词	工場	作坊，工厂，工场
かぞく	代词	家族	家人，家属
ちかてつ	代词	地下鉄	地下铁
うち	代词	うち	家，房子
じてんしゃ	代词	自転車	自行车，脚踏车
いま	名词	居間	起居室
おくさん	代词	奥さん	（他人的）妻子
だいどころ	名词	台所	厨房
むすめ	名词	娘	女儿
